name,dogFriendly,groceryStores,neighborsFriendly,parkingEasy,yard,communityEvents,sidewalks,walkNight,fiveYears,kidsOutside,car,restaurants,streets,holiday,quiet,wildlife
neighborhood8214,0.87,0.02,0.98,0.35,0.68,0.53,0.03,0.38,0.45,0.58,0.97,0.10,0.78,0.25,0.55,0.55
neighborhood8215,0.96,0.74,0.51,0.57,0.34,0.68,0.69,0.02,0.59,0.40,0.25,0.37,0.73,0.42,0.10,0.92
neighborhood8216,0.48,0.38,0.44,0.74,0.29,0.17,0.02,0.73,0.23,0.77,0.93,0.62,0.64,0.15,0.91,0.14
neighborhood8217,0.08,0.49,0.20,0.14,0.58,0.97,0.59,0.18,0.54,0.52,0.02,0.46,0.13,0.27,0.79,0.83
neighborhood8218,0.51,0.54,0.23,0.76,0.69,0.36,0.08,0.75,0.88,0.98,0.34,0.34,0.45,0.29,0.27,0.75
neighborhood8219,0.37,0.00,0.05,0.48,0.68,0.38,0.64,0.65,0.47,0.51,0.30,0.70,0.75,0.34,0.69,0.40
neighborhood8220,0.89,0.35,0.63,0.38,0.28,0.90,0.91,0.47,0.85,0.82,0.39,0.88,0.40,0.50,0.60,0.04
neighborhood8221,0.92,0.60,0.90,0.17,0.77,0.55,0.14,0.76,0.15,0.38,0.92,0.82,0.03,0.63,0.69,0.65
neighborhood8222,0.16,0.95,0.01,0.64,0.93,0.21,0.60,0.50,0.86,0.21,0.92,0.23,0.88,0.26,0.77,0.17
neighborhood8223,0.06,0.45,0.34,0.18,0.54,0.76,0.15,0.00,0.91,0.38,0.35,0.39,0.17,0.22,0.69,0.45
neighborhood8224,0.24,0.62,0.15,0.60,0.97,0.75,0.04,0.85,0.88,0.49,0.76,0.27,0.98,0.32,0.27,0.44
neighborhood8225,0.72,0.82,0.36,0.74,0.42,0.86,0.09,0.97,0.17,0.26,0.25,0.41,0.49,0.65,0.82,0.17
neighborhood8226,0.15,0.40,0.02,0.85,0.85,0.73,0.83,0.56,0.01,0.35,0.97,0.73,0.49,0.21,0.93,0.20
neighborhood8227,0.12,0.28,0.85,0.06,0.30,0.03,0.32,0.05,0.96,0.97,0.09,0.29,0.31,0.27,0.18,0.91
neighborhood8228,0.80,0.32,0.97,0.23,0.57,0.34,0.87,0.83,0.55,0.65,0.57,0.47,0.28,0.01,0.00,0.63
neighborhood8229,0.14,0.05,0.76,0.51,0.98,0.81,0.26,0.42,0.24,0.64,0.98,0.15,0.43,0.56,0.05,0.39
neighborhood8230,0.18,0.82,0.08,0.54,0.74,0.11,0.04,0.69,0.48,0.61,0.41,0.81,0.33,0.56,0.12,0.63
neighborhood8231,0.24,0.37,0.37,0.05,0.11,0.81,0.64,0.11,0.76,0.51,0.15,0.51,0.99,0.81,0.93,0.33
neighborhood8232,0.80,0.68,0.33,0.03,0.12,0.81,0.50,0.20,0.87,0.83,0.86,0.15,0.83,0.06,0.29,0.94
neighborhood8233,0.25,0.80,0.83,0.98,0.90,0.62,0.50,0.41,0.20,0.53,0.51,0.57,0.77,0.98,0.22,0.30
neighborhood8234,0.51,0.23,0.24,0.13,0.80,0.82,0.16,0.11,0.35,0.18,0.17,0.29,0.28,0.00,0.85,0.66
neighborhood8235,0.69,0.23,0.73,0.19,0.84,0.36,0.58,0.63,0.54,0.73,0.13,0.23,0.60,0.99,0.51,0.32
neighborhood8236,0.38,0.95,0.03,0.68,0.86,0.97,0.74,0.59,0.10,0.48,0.37,0.69,0.82,0.36,0.74,0.79
neighborhood8237,0.37,0.09,0.42,0.71,0.63,0.80,0.84,0.94,0.38,0.49,0.25,0.39,0.91,0.29,0.40,0.06
neighborhood8238,0.73,0.31,0.33,0.99,0.75,0.21,0.92,0.50,0.37,0.79,0.03,0.88,0.73,0.51,0.69,0.19
neighborhood8239,0.12,0.65,0.25,0.82,0.62,0.22,0.11,0.33,0.95,0.08,0.35,0.07,0.48,0.25,0.50,0.51
neighborhood8240,0.97,0.32,0.30,0.09,0.12,0.25,0.09,0.77,0.15,0.51,0.12,0.13,0.97,0.08,0.05,0.52
neighborhood8241,0.78,0.19,0.99,0.62,0.99,0.29,0.21,0.10,0.70,0.33,0.51,0.05,0.48,0.26,0.33,0.80
neighborhood8242,0.24,0.50,0.08,0.40,0.00,0.64,0.12,0.93,0.01,0.78,0.09,0.54,0.61,0.77,0.50,0.58
neighborhood8243,0.69,0.16,0.06,0.25,0.73,0.03,0.73,0.35,0.15,0.71,0.46,0.94,0.24,0.23,0.84,0.93
neighborhood8244,0.93,0.87,0.69,0.25,0.53,0.02,0.65,0.18,0.19,0.05,0.05,0.35,0.51,0.92,0.39,0.58
neighborhood8245,0.57,0.17,0.78,0.88,0.63,0.95,0.68,0.07,0.53,0.07,0.90,0.13,0.89,0.96,0.64,0.20
neighborhood8246,0.63,0.05,0.66,0.36,0.44,0.32,0.89,0.55,0.70,0.23,0.03,0.97,0.61,0.13,0.63,0.58
neighborhood8247,0.30,0.76,0.30,0.46,0.37,0.33,0.55,0.82,0.30,0.70,0.04,0.99,0.24,0.18,0.85,0.54
neighborhood8248,0.64,0.65,0.22,0.75,0.15,0.18,0.47,0.94,0.15,0.17,0.06,0.06,0.77,0.23,0.01,0.91
neighborhood8249,0.50,0.02,0.97,0.42,0.35,0.28,0.08,0.45,0.45,0.50,0.09,0.30,0.49,0.65,0.48,0.12
neighborhood8250,0.63,0.08,0.26,0.34,0.76,0.19,0.81,0.35,0.34,0.62,0.84,0.45,0.02,0.70,0.67,0.90
neighborhood8251,0.90,0.85,0.52,0.24,0.05,0.35,0.55,0.83,0.28,0.72,0.27,0.94,0.97,0.85,0.23,0.18
neighborhood8252,0.51,0.14,0.73,0.71,0.06,0.57,0.85,0.53,0.38,0.65,0.34,0.23,0.86,0.14,0.22,0.88
neighborhood8253,0.56,0.40,0.45,0.14,0.85,0.04,0.84,0.87,0.64,0.12,0.48,0.38,0.43,0.22,0.47,0.67
neighborhood8254,0.25,0.77,0.24,0.72,0.23,0.51,0.21,0.19,0.61,0.99,0.92,0.83,0.57,0.15,0.52,0.27
neighborhood8255,0.16,0.22,0.86,0.21,0.02,0.86,0.79,0.35,0.92,0.17,0.06,0.97,0.69,0.31,0.25,0.94
neighborhood8256,0.42,0.83,0.75,0.78,0.53,0.38,0.52,0.69,0.77,0.27,0.09,0.35,0.83,0.46,0.94,0.30
neighborhood8257,0.12,0.65,0.80,0.44,0.75,0.51,0.81,0.40,0.58,0.80,0.39,0.22,0.06,0.50,0.96,0.17
neighborhood8258,0.89,0.14,0.89,0.95,0.21,0.41,0.13,0.82,0.12,0.79,0.15,0.06,0.06,0.52,0.64,0.86
neighborhood8259,0.08,0.04,0.70,0.45,0.77,0.10,0.29,0.91,0.02,0.62,0.20,0.93,0.30,0.36,0.05,0.25
neighborhood8260,0.56,0.05,0.13,0.24,0.90,0.62,0.89,0.12,0.33,0.57,0.58,0.63,0.78,0.90,0.01,0.76
neighborhood8261,0.47,0.85,0.79,0.46,0.65,0.32,0.94,0.25,0.48,0.97,0.36,0.51,0.26,0.67,0.10,0.40
neighborhood8262,0.66,0.16,0.25,0.26,0.38,0.80,0.74,0.05,0.70,0.37,0.21,0.27,0.08,0.30,0.59,0.54
neighborhood8263,0.98,0.30,0.36,0.24,0.43,0.33,0.97,0.85,0.70,0.56,0.13,0.56,0.21,0.36,0.32,0.29
neighborhood8264,0.73,0.75,0.34,0.90,0.84,0.72,0.43,0.60,0.51,0.25,0.67,0.88,0.06,0.20,0.29,0.29
neighborhood8265,0.31,0.38,0.12,0.52,0.99,0.52,0.90,0.88,0.60,0.41,0.37,0.96,0.12,0.50,0.62,0.65
neighborhood8266,0.52,0.84,0.11,0.17,0.25,0.11,0.03,0.86,0.90,0.34,0.46,0.92,0.91,0.68,0.33,0.30
neighborhood8267,0.52,0.55,0.70,0.78,0.24,0.66,0.98,0.20,0.21,0.93,0.89,0.05,0.46,0.55,0.65,0.23
neighborhood8268,0.49,0.82,0.26,0.78,0.65,0.80,0.69,0.84,0.33,0.76,0.11,0.69,0.08,0.95,0.77,0.26
neighborhood8269,0.51,0.29,0.97,0.36,0.17,0.71,0.56,0.12,0.07,0.44,0.34,0.11,0.05,0.13,0.14,0.16
neighborhood8270,0.53,0.78,0.40,0.60,0.26,0.80,0.84,0.28,0.94,0.18,0.44,0.63,0.57,0.41,0.20,0.23
neighborhood8271,0.01,0.68,0.70,0.16,0.67,0.87,0.49,0.65,0.89,0.10,0.09,0.52,0.93,0.91,0.83,0.23
neighborhood8272,0.26,0.84,0.41,0.08,0.25,0.55,0.31,0.86,0.70,0.42,0.74,0.44,0.69,0.77,0.50,0.03
neighborhood8273,0.65,0.85,0.78,0.00,0.39,0.60,0.42,0.72,0.47,0.90,0.10,0.93,0.05,0.42,0.60,0.06
neighborhood8274,0.00,0.85,0.80,0.75,0.27,0.39,0.02,0.47,0.71,0.17,0.68,0.67,0.13,0.35,0.57,0.55
neighborhood8275,0.74,0.88,0.93,0.85,0.44,0.77,0.28,0.66,0.84,0.65,0.86,0.92,0.94,0.06,0.49,0.73
neighborhood8276,0.17,0.70,0.57,0.86,0.63,0.58,0.95,0.54,0.18,0.57,0.89,0.10,0.51,0.59,0.19,0.76
neighborhood8277,0.23,0.96,0.91,0.72,0.85,0.84,0.56,0.31,0.96,0.48,0.79,0.56,0.94,0.21,0.33,0.00
neighborhood8278,0.84,0.98,0.55,0.79,0.80,0.82,0.69,0.60,0.83,0.39,0.10,0.70,0.72,1.00,0.74,0.56
neighborhood8279,0.33,0.58,0.34,0.45,0.30,0.99,0.95,0.88,0.24,0.43,0.39,0.44,0.68,0.24,0.14,0.77
neighborhood8280,0.82,0.03,0.88,0.93,0.39,0.80,0.88,0.53,0.93,0.94,0.80,0.39,0.65,0.79,0.92,0.04
neighborhood8281,0.20,0.20,0.14,0.72,0.14,0.28,0.64,0.53,0.05,0.81,0.52,0.33,0.15,0.99,0.77,0.09
neighborhood8282,0.09,0.11,0.50,0.70,0.62,0.77,0.48,0.66,0.33,0.95,0.22,0.06,0.96,0.07,0.31,0.07
neighborhood8283,0.53,0.86,0.70,0.59,0.84,0.74,0.15,0.01,0.34,0.07,0.97,0.03,0.72,0.26,0.08,0.16
neighborhood8284,0.96,0.83,0.24,0.65,0.10,0.11,0.66,0.11,0.10,0.01,0.72,0.44,0.55,0.76,0.60,0.21
neighborhood8285,0.22,0.30,0.06,0.82,0.01,0.96,0.74,0.69,0.18,0.17,0.79,0.77,0.76,0.24,0.42,0.19
neighborhood8286,0.46,0.17,0.13,0.62,0.35,0.05,0.95,0.64,0.22,0.64,0.78,0.95,0.72,0.92,0.54,0.59
neighborhood8287,0.93,0.22,0.61,0.30,0.85,0.40,0.36,0.38,1.00,0.19,0.20,0.19,0.61,0.62,0.69,0.22
neighborhood8288,0.27,0.76,0.53,0.53,0.77,0.86,0.46,0.55,0.81,0.10,0.88,0.33,0.73,0.55,0.00,0.36
neighborhood8289,0.36,0.97,0.24,0.60,0.50,0.61,0.54,0.49,0.61,0.29,0.79,0.91,0.55,0.35,0.03,0.33
neighborhood8290,0.15,0.31,0.75,0.69,0.70,0.35,0.69,0.24,0.05,0.75,0.67,0.35,0.88,0.51,0.08,0.50
neighborhood8291,0.82,0.91,0.07,0.34,0.83,0.97,0.41,0.71,0.53,0.26,0.21,0.25,0.68,0.15,0.64,0.54
neighborhood8292,0.11,0.30,0.64,0.56,0.38,0.27,0.82,0.72,0.48,0.62,0.97,0.77,0.43,0.48,0.50,0.31
neighborhood8293,0.03,0.83,0.76,0.17,0.14,0.20,0.07,0.06,0.95,0.04,0.11,0.65,0.46,0.92,0.20,0.08
neighborhood8294,0.07,0.66,0.74,0.05,0.48,0.46,0.31,0.18,0.93,0.59,0.13,0.10,0.59,0.51,0.76,0.72
neighborhood8295,0.22,0.75,0.81,0.74,0.39,0.28,0.29,0.03,0.34,0.77,0.10,0.22,0.90,0.75,0.75,0.61
neighborhood8296,0.64,0.10,0.97,0.56,0.60,0.01,0.06,0.31,0.30,0.24,0.21,0.00,0.92,0.12,0.57,0.27
neighborhood8297,0.77,0.97,0.23,0.43,0.89,0.78,0.38,0.38,0.05,0.06,0.08,0.41,0.78,0.69,0.94,0.48
neighborhood8298,0.62,0.21,0.72,0.29,0.99,0.71,0.76,0.12,0.17,0.98,0.74,0.26,0.34,0.38,0.83,0.54
neighborhood8299,0.20,0.29,0.40,0.35,0.75,0.99,0.64,0.62,0.31,0.26,0.97,0.11,0.72,0.84,0.13,0.36
neighborhood8300,0.98,0.10,0.11,0.68,0.90,0.32,0.80,0.08,0.57,0.49,0.57,0.11,0.86,0.32,0.64,0.51
neighborhood8301,0.59,0.51,0.33,0.63,0.81,0.71,0.98,0.27,0.52,0.46,0.57,0.22,0.66,0.32,0.91,0.39
neighborhood8302,0.15,0.83,0.64,0.60,0.12,0.76,0.30,0.63,0.10,0.64,0.03,0.24,0.31,0.04,0.03,0.35
neighborhood8303,0.21,0.50,0.67,0.29,1.00,0.21,0.20,0.89,0.20,0.77,0.92,0.71,0.28,0.36,0.99,0.42
neighborhood8304,0.01,0.23,0.28,0.04,0.87,0.98,0.78,0.87,0.59,0.54,0.99,0.97,0.16,0.53,0.72,0.50
neighborhood8305,0.15,0.37,0.69,0.13,0.31,0.48,0.20,0.52,0.87,0.97,0.77,0.90,0.92,0.01,0.54,0.26
neighborhood8306,0.72,0.21,0.84,0.86,0.88,0.88,0.65,0.91,0.31,0.27,0.73,0.57,0.93,0.51,0.40,0.68
neighborhood8307,0.42,0.07,0.40,0.06,0.84,0.83,0.67,0.10,0.85,0.27,0.92,1.00,0.95,0.32,0.74,0.19
neighborhood8308,0.75,0.17,0.78,0.21,0.97,0.64,0.28,0.59,0.12,0.55,0.65,0.08,0.29,0.65,0.82,0.41
neighborhood8309,0.10,0.66,0.18,0.49,0.11,0.64,0.75,0.66,0.44,0.77,0.82,0.55,0.64,0.25,0.52,0.94
neighborhood8310,0.15,0.11,0.06,0.59,0.07,0.33,0.99,0.62,0.86,0.58,0.49,0.52,0.48,0.36,0.38,0.04
neighborhood8311,0.21,0.91,0.49,0.83,0.04,0.08,0.28,0.41,0.15,0.06,0.83,0.16,0.47,0.55,0.15,0.89
neighborhood8312,0.64,0.23,0.65,0.92,0.51,0.01,0.40,0.96,0.27,0.33,0.82,0.84,0.65,0.89,0.90,0.46
neighborhood8313,0.05,0.16,0.71,0.17,0.47,1.00,0.05,0.08,0.70,0.25,0.24,0.25,0.39,0.72,0.90,0.36
neighborhood8314,0.83,0.49,0.39,0.11,0.45,0.20,0.26,0.36,0.71,1.00,0.53,0.02,0.50,0.33,0.77,0.38
neighborhood8315,0.69,0.60,0.13,0.90,0.05,0.61,0.98,0.46,0.89,0.90,0.66,0.39,0.08,0.52,0.99,0.77
neighborhood8316,0.47,0.17,0.62,0.82,0.40,0.65,0.63,0.28,0.19,0.72,0.26,0.95,0.75,0.60,0.87,0.77
neighborhood8317,1.00,0.09,0.88,0.23,0.46,0.40,0.39,0.67,0.02,0.76,0.11,0.22,0.86,0.25,0.03,0.27
neighborhood8318,0.75,0.49,0.99,0.72,0.59,0.36,0.85,0.74,0.96,0.72,0.59,1.00,0.45,0.92,0.93,0.49
neighborhood8319,0.40,0.04,0.11,0.12,0.43,0.82,0.35,0.29,0.58,0.62,0.95,0.06,0.73,0.83,0.43,0.90
neighborhood8320,0.01,0.16,0.91,0.23,0.14,0.69,0.46,0.34,0.69,0.12,0.94,0.57,0.27,0.10,0.19,0.06
neighborhood8321,0.22,0.51,0.57,0.71,0.27,0.60,0.95,0.82,0.45,0.36,0.84,0.96,0.96,0.23,0.79,0.01
neighborhood8322,0.82,0.88,0.45,0.24,0.20,0.28,0.65,0.83,0.98,0.42,0.15,0.55,0.91,0.49,0.60,0.88
neighborhood8323,0.69,0.11,0.23,0.23,0.95,0.28,0.94,0.17,0.75,0.86,0.07,0.22,0.07,0.96,0.01,0.36
neighborhood8324,0.60,0.04,0.96,0.79,0.71,0.03,0.76,0.08,0.80,0.16,0.45,0.57,0.23,0.43,0.04,0.90
neighborhood8325,0.71,0.14,0.07,0.66,0.23,0.03,0.13,0.56,0.20,0.17,0.97,0.34,0.89,0.94,0.71,0.26
neighborhood8326,0.95,0.15,0.81,0.69,0.36,0.80,0.09,0.69,0.19,0.45,0.55,0.32,0.00,0.75,0.69,0.50
neighborhood8327,0.50,0.97,0.51,0.22,0.37,0.54,0.62,0.47,0.82,0.80,0.41,0.33,0.42,0.02,0.79,0.29
neighborhood8328,0.27,0.14,0.29,0.49,0.67,0.83,0.29,0.75,0.64,0.63,0.80,0.80,0.25,0.90,0.49,0.67
neighborhood8329,0.20,0.77,0.79,0.85,0.36,0.36,0.39,0.22,0.54,0.19,0.94,0.50,0.64,0.83,0.87,0.69
neighborhood8330,0.90,0.92,0.37,0.09,0.67,0.22,0.50,0.94,0.17,0.49,0.54,0.44,0.45,0.04,0.83,0.05
neighborhood8331,0.19,0.48,0.23,0.80,0.53,0.53,0.96,0.26,0.13,0.48,0.58,0.18,0.14,0.90,0.45,0.20
neighborhood8332,0.73,0.05,0.37,0.51,0.71,0.35,0.88,0.39,0.37,0.22,0.57,0.14,0.45,0.92,0.91,0.02
neighborhood8333,0.41,0.71,0.26,0.33,0.02,0.88,0.88,0.26,0.81,0.11,0.90,0.11,0.68,0.37,0.58,0.41
neighborhood8334,0.86,0.98,0.06,0.80,0.43,0.41,0.94,0.86,0.43,0.00,0.95,0.61,0.61,0.47,0.07,0.89
neighborhood8335,0.28,0.59,0.47,0.72,0.23,0.36,0.82,0.61,0.80,0.96,0.10,0.80,0.68,0.72,0.44,0.48
neighborhood8336,0.67,0.92,0.47,0.34,0.49,0.45,0.57,0.13,0.74,0.62,0.82,0.46,0.73,0.65,0.24,0.90
neighborhood8337,1.00,0.45,0.85,0.06,0.04,0.80,0.25,0.48,0.21,0.86,0.21,0.85,0.88,0.34,0.29,0.65
neighborhood8338,0.90,0.30,0.67,0.25,0.74,0.99,0.85,0.15,0.56,0.46,0.04,0.31,0.04,0.86,0.36,0.49
neighborhood8339,0.28,0.57,0.31,0.91,0.91,0.20,0.70,0.43,0.31,0.96,0.87,0.18,0.46,0.23,0.38,0.34
neighborhood8340,0.99,0.68,0.06,0.26,0.75,0.17,0.09,0.57,0.88,0.66,0.12,0.88,0.05,0.03,0.07,0.20
neighborhood8341,0.13,0.39,0.60,0.40,0.85,0.25,0.50,0.90,0.96,0.20,0.20,0.90,0.45,0.91,0.67,0.62
neighborhood8342,0.58,0.78,0.57,0.52,0.92,0.89,0.45,0.91,0.36,0.08,0.77,0.45,0.35,0.03,0.88,0.38
neighborhood8343,0.15,0.41,0.28,0.36,0.78,0.77,0.32,0.52,0.21,0.36,0.81,0.62,0.89,0.39,0.75,0.60
neighborhood8344,0.72,0.18,0.41,0.60,0.44,0.23,0.09,0.82,0.75,0.71,0.30,0.10,0.59,0.35,0.96,0.60
neighborhood8345,0.50,0.77,0.49,0.44,0.07,0.46,0.20,0.99,0.10,0.72,0.10,0.10,0.56,0.01,0.12,0.77
neighborhood8346,0.79,0.84,0.09,0.95,0.01,0.49,0.19,0.89,0.88,0.47,0.41,0.94,0.60,0.32,0.91,0.14
neighborhood8347,0.01,0.15,0.30,0.08,0.19,0.28,0.06,0.12,0.57,0.42,0.17,0.96,0.09,0.13,0.35,0.18
neighborhood8348,0.19,0.67,0.09,0.09,0.02,0.39,0.21,0.25,0.51,0.49,0.97,0.83,0.05,0.36,0.09,0.87
neighborhood8349,0.38,0.95,0.26,0.18,0.57,0.42,0.29,0.72,0.59,0.84,0.85,0.17,0.87,0.31,0.85,0.13
neighborhood8350,0.45,0.04,0.14,0.81,0.53,0.21,0.66,0.26,0.62,0.05,0.25,0.74,0.17,0.04,0.77,0.30
neighborhood8351,0.75,0.92,0.90,0.64,0.11,0.34,0.04,0.81,0.01,0.24,0.54,0.20,0.33,0.17,0.78,0.96
neighborhood8352,0.54,0.91,0.77,0.85,0.89,0.10,0.36,0.73,0.63,0.70,0.89,0.69,0.55,0.28,0.02,0.74
neighborhood8353,0.49,0.98,0.83,0.09,0.99,0.34,0.41,0.60,0.12,0.94,0.20,0.55,0.14,0.00,0.74,0.67
neighborhood8354,0.25,0.14,0.61,0.62,0.85,0.93,0.76,0.56,0.22,0.38,0.77,0.06,0.42,0.75,0.69,0.88
neighborhood8355,0.52,0.50,0.08,0.42,0.35,0.09,0.90,0.22,0.36,0.26,0.91,0.51,0.45,0.12,0.10,0.46
neighborhood8356,0.02,0.84,0.80,0.22,0.48,0.17,0.56,0.38,0.52,1.00,0.28,0.38,0.89,0.98,0.30,0.32
neighborhood8357,0.65,0.69,0.01,0.04,0.40,0.69,0.35,0.63,0.55,0.85,0.93,0.52,0.35,0.30,0.69,0.03
neighborhood8358,0.95,0.87,0.17,0.95,0.11,0.39,0.08,0.30,0.96,0.38,0.13,0.31,0.36,0.79,0.59,0.39
neighborhood8359,0.43,0.98,0.68,0.86,0.21,0.28,0.27,0.55,0.81,0.46,0.57,0.04,0.60,0.74,0.12,0.09
neighborhood8360,0.33,0.86,0.68,0.29,0.18,0.87,0.73,0.64,0.61,0.67,0.42,0.15,0.91,0.61,0.71,0.49
neighborhood8361,0.28,0.11,0.96,0.30,0.26,0.36,0.78,0.03,0.14,0.47,0.62,0.19,0.02,0.69,0.16,0.73
neighborhood8362,0.32,0.85,0.59,0.37,0.01,0.59,0.19,1.00,0.86,0.34,0.66,0.37,0.76,0.51,0.19,0.36
neighborhood8363,0.95,0.44,0.78,0.02,0.88,0.48,0.09,0.52,0.14,0.19,0.62,0.64,0.85,0.55,0.47,0.49
neighborhood8364,0.25,0.07,0.28,0.21,0.85,0.16,0.36,0.70,0.75,0.17,0.51,0.42,0.84,0.02,0.32,0.59
neighborhood8365,0.58,0.55,0.27,0.51,0.90,0.76,0.54,0.70,0.49,0.37,0.90,0.46,0.85,0.85,0.74,0.97
neighborhood8366,0.54,0.64,0.05,0.60,0.21,0.48,0.82,0.86,0.96,0.27,0.39,0.71,0.38,0.68,0.44,0.10
neighborhood8367,0.33,0.62,0.20,0.01,0.43,0.90,0.43,0.30,0.89,0.90,0.41,0.69,0.94,0.01,0.11,0.17
neighborhood8368,0.40,0.88,0.86,0.53,0.68,0.81,0.78,0.83,0.87,0.55,0.41,0.58,0.85,0.19,0.67,0.84
neighborhood8369,0.11,0.50,0.55,0.10,0.05,0.97,0.92,0.02,0.51,0.34,0.17,0.10,0.74,0.24,0.56,0.66
neighborhood8370,0.41,0.16,0.14,0.76,0.41,0.91,0.81,0.97,0.55,0.03,0.13,0.20,0.65,0.77,0.33,0.78
neighborhood8371,0.57,0.75,0.06,0.91,0.11,0.82,0.95,0.66,0.49,0.73,0.32,0.90,0.59,0.51,0.33,0.08
neighborhood8372,0.20,0.59,0.85,0.72,0.09,0.61,0.78,0.05,0.29,0.46,0.28,0.10,0.70,0.64,0.68,0.54
neighborhood8373,0.18,0.77,0.99,0.62,0.46,0.01,0.59,0.50,0.82,0.52,0.21,0.64,0.64,0.98,0.98,0.96
neighborhood8374,0.17,0.90,0.03,0.91,0.44,0.47,0.32,0.62,0.35,0.61,0.75,0.20,0.65,0.55,0.62,0.78
neighborhood8375,0.71,0.23,0.89,0.60,0.03,0.57,0.79,0.87,0.73,0.70,0.66,0.44,0.24,0.36,0.54,0.06
neighborhood8376,0.24,0.70,0.37,0.90,0.19,0.12,0.47,0.91,0.67,0.64,0.74,0.91,0.96,0.51,0.94,0.10
neighborhood8377,0.10,0.46,0.68,0.69,0.23,0.53,0.93,0.32,0.85,0.35,0.30,0.08,0.78,0.78,0.79,0.24
neighborhood8378,0.09,0.33,0.72,0.45,0.48,0.45,0.46,0.66,0.54,0.17,0.49,0.20,1.00,0.01,0.41,0.61
neighborhood8379,0.32,0.85,0.28,0.74,0.86,0.90,0.61,0.79,0.53,0.01,0.99,0.56,0.49,0.22,0.15,0.45
neighborhood8380,0.85,0.30,0.18,0.74,0.14,0.05,0.02,0.48,0.96,0.29,0.55,0.32,0.32,0.33,0.63,0.77
neighborhood8381,0.09,0.93,0.43,0.15,0.91,0.07,0.53,0.35,0.28,0.41,0.04,0.45,0.05,0.38,0.92,0.96
neighborhood8382,0.90,0.21,0.20,0.34,0.89,0.10,0.01,0.10,0.14,0.48,0.20,0.48,0.64,0.89,0.21,0.52
neighborhood8383,0.67,0.10,0.71,0.09,0.57,0.12,0.77,0.01,0.66,0.40,0.78,0.56,0.64,0.39,0.00,0.07
neighborhood8384,0.30,0.16,0.08,0.79,0.59,0.68,0.58,0.14,0.69,0.54,0.86,0.57,0.11,0.81,0.22,0.35
neighborhood8385,0.02,0.79,0.81,0.34,0.59,0.05,0.09,0.89,0.60,0.19,0.88,0.30,0.04,0.21,0.18,0.62
neighborhood8386,0.79,0.48,0.64,0.55,0.13,0.67,0.85,0.24,0.32,0.69,0.45,0.74,0.98,0.72,0.31,0.17
neighborhood8387,0.15,0.66,0.78,0.80,0.94,0.58,0.17,0.24,0.92,0.86,0.98,0.37,0.61,0.25,0.43,0.60
neighborhood8388,0.13,0.94,0.21,0.01,0.95,0.59,0.57,0.88,0.06,0.95,0.66,0.47,0.79,0.31,0.32,0.15
neighborhood8389,0.49,0.88,0.38,0.78,0.55,0.09,0.16,1.00,0.49,0.61,0.40,0.40,0.72,0.57,0.10,0.47
neighborhood8390,0.97,0.42,0.72,0.31,0.77,0.28,0.50,0.29,0.56,0.63,0.44,0.54,0.96,0.24,0.26,0.72
neighborhood8391,0.64,0.35,0.25,0.18,0.87,0.33,0.87,0.92,0.94,0.53,0.07,0.89,0.91,0.94,0.90,0.12
neighborhood8392,0.02,0.99,0.51,0.51,0.26,0.16,0.12,0.94,0.97,0.02,0.11,0.82,0.18,0.25,0.76,0.85
neighborhood8393,0.50,0.04,0.96,0.99,0.62,0.71,0.64,0.15,0.69,0.73,0.59,0.17,0.95,0.11,0.37,0.73
neighborhood8394,0.05,0.01,0.58,0.07,0.57,0.33,0.36,0.53,0.34,0.78,0.55,0.09,0.22,0.94,0.43,0.23
neighborhood8395,0.04,0.24,0.03,0.24,0.99,0.87,0.15,0.26,0.78,0.82,0.52,0.38,0.18,0.39,0.79,0.69
neighborhood8396,0.79,0.01,0.78,0.54,0.80,0.02,0.81,0.86,0.42,0.14,0.12,0.51,0.58,0.58,0.04,0.64
neighborhood8397,0.70,0.95,0.02,0.03,0.50,0.66,0.06,0.12,0.77,0.42,0.86,0.63,0.28,0.25,0.21,0.34
neighborhood8398,0.40,0.87,0.69,0.84,0.59,0.17,0.21,0.26,0.85,0.46,0.08,0.48,0.83,0.59,0.55,0.23
neighborhood8399,0.90,0.44,0.25,0.37,0.16,0.34,0.07,0.67,0.22,0.13,0.16,0.15,0.91,0.01,0.21,0.30
neighborhood8400,0.74,0.73,0.38,0.78,0.82,0.95,0.70,0.36,0.39,0.71,0.04,0.22,0.16,0.64,0.76,0.27
neighborhood8401,0.02,0.39,0.99,0.66,0.89,0.78,0.78,0.97,0.06,0.40,0.32,0.11,0.06,0.80,0.86,0.35
neighborhood8402,0.95,0.10,0.12,0.59,0.37,0.75,0.11,0.65,0.04,0.68,0.27,0.04,0.07,0.28,0.69,0.75
neighborhood8403,1.00,0.31,0.14,0.80,0.88,0.21,0.00,0.57,0.18,0.02,0.94,0.28,0.93,0.90,0.02,0.14
neighborhood8404,0.60,0.36,0.89,0.46,0.40,0.57,0.73,0.29,0.18,0.81,0.30,0.55,0.04,0.68,0.29,0.82
neighborhood8405,0.02,0.09,0.96,0.42,0.01,0.68,0.77,0.50,0.70,0.32,0.51,0.39,0.48,0.13,0.52,0.14
neighborhood8406,0.51,0.42,0.43,0.74,0.49,0.01,0.82,0.88,0.77,0.94,0.18,0.06,0.57,0.71,0.65,0.67
